lgid,lgtype,latitude,longitude,govname
65871,6,39.92,-105.78,Rendezvous Arrow Metropolitan District No. 2
65872,6,39.92,-105.76,Rendezvous Arrow Metropolitan District No. 3
65873,6,40.43,-105.01,Lakes at Centerra Metropolitan District No. 1
65874,6,40.42,-105.02,Lakes at Centerra Metropolitan District No. 2
65875,6,40.43,-105.02,Lakes at Centerra Metropolitan District No. 3
65876,6,40.3,-104.88,Highland Estates Metropolitan District
65877,31,40.38,-105.15,Larimer County Prairie Trails Public Improvement District No. 33
65878,31,40.47,-104.99,Larimer County Mountain Range Shadows Public Improvement District No. 34
65879,31,40.59,-105.01,Larimer County Centro Business Park Public Improvement District No. 38
65880,31,40.49,-105.04,Larimer County Paragon Estates Public Improvement District No. 40
65881,6,39.68,-105.18,Fossil Ridge Metropolitan District No. 1
65882,6,39.67,-105.17,Fossil Ridge Metropolitan District No. 2
65883,6,39.67,-105.18,Fossil Ridge Metropolitan District No. 3
65884,6,39.8,-104.57,TransPort Metropolitan District No. 1
65885,6,39.77,-104.53,TransPort Metropolitan District No. 2
65886,6,39.77,-104.53,TransPort Metropolitan District No. 3
65887,6,39.78,-104.57,TransPort Metropolitan District No. 4
65888,6,39.8,-104.58,TransPort Metropolitan District No. 5
65889,6,39.8,-104.58,TransPort Metropolitan District No. 6
65890,6,39.8,-104.58,TransPort Metropolitan District No. 7
65891,6,39.8,-104.58,TransPort Metropolitan District No. 8
65892,6,39.8,-104.58,TransPort Metropolitan District No. 9
65893,6,39.8,-104.58,TransPort Metropolitan District No. 10
65894,6,39.8,-104.58,TransPort Metropolitan District No. 11
65895,6,39.8,-104.58,TransPort Metropolitan District No. 12
65896,6,39.8,-104.58,TransPort Metropolitan District No. 13
65897,6,39.8,-104.58,TransPort Metropolitan District No. 14
65898,6,39.8,-104.58,TransPort Metropolitan District No. 15
65900,6,39.56,-104.83,Highfield Metropolitan District
65901,6,39.56,-105.02,Hunting Hill Metropolitan District
65902,6,39.6,-104.7,Eagle's Nest Metropolitan District
65903,6,40.72,-105.01,Sundance at Daubert Farm Metropolitan District
65904,6,39.62,-104.9,Marin Metropolitan District
65905,6,39.75,-104.83,Colorado Science and Technology Park Metropolitan District No. 1
65906,6,39.75,-104.84,Colorado Science and Technology Park Metropolitan District No. 2
65907,6,39.75,-104.83,Colorado Science and Technology Park Metropolitan District No. 3
65908,6,39.92,-104.91,Creekside Village Metropolitan District
65909,6,38.78,-104.78,South Academy Station Metropolitan District No. 1
65910,6,38.78,-104.78,South Academy Station Metropolitan District No. 2
65911,6,38.78,-104.78,South Academy Station Metropolitan District No. 3
65912,6,38.78,-104.78,South Academy Station Metropolitan District No. 4
65913,6,38.78,-104.78,South Academy Station Metropolitan District No. 5
65915,6,38.92,-104.83,Wildgrass at Rockrimmon Metropolitan District
65916,6,39.01,-104.57,Latigo Creek Metropolitan District
65917,6,39.69,-104.89,Valentia Court Metropolitan District
65919,6,38.69,-104.67,Remuda Ridge Metropolitan District
65920,12,39.28,-106.32,Mountain View Villages Water and Sanitation District
65921,6,39.07,-104.81,Triview Metropolitan District No. 4
65922,6,40.46,-104.85,Great Western Metropolitan District No. 1
65923,6,40.45,-104.88,Great Western Metropolitan District No. 2
65924,6,40.46,-104.89,Great Western Metropolitan District No. 3
65925,6,40.45,-104.86,Great Western Metropolitan District No. 4
65926,6,40.45,-104.86,Great Western Metropolitan District No. 5
65927,6,40.46,-104.85,Great Western Metropolitan District No. 6
65928,6,38.95,-104.62,Bent Grass Metropolitan District
65929,6,40.52,-104.95,Timnath Ranch Metropolitan District No. 1
65930,6,40.51,-104.95,Timnath Ranch Metropolitan District No. 2
65931,6,40.52,-104.96,Timnath Ranch Metropolitan District No. 3
65932,6,40.52,-104.96,Timnath Ranch Metropolitan District No. 4
65933,6,38.78,-104.65,Cuchares Ranch Metropolitan District
65935,6,40.08,-105.9,Granby Ranch Metropolitan District No. 2
65936,6,40.06,-105.9,Granby Ranch Metropolitan District No. 3
65937,6,40.08,-105.9,Granby Ranch Metropolitan District No. 4
65938,6,40.08,-105.9,Granby Ranch Metropolitan District No. 5
65939,6,40.08,-105.9,Granby Ranch Metropolitan District No. 6
65940,6,40.08,-105.9,Granby Ranch Metropolitan District No. 7
65941,6,40.06,-105.9,Granby Ranch Metropolitan District No. 8
65943,6,39.94,-104.89,Timberleaf Metropolitan District
65944,6,40.18,-104.98,Waterfront at Foster Lake Metropolitan District No. 1
65945,6,40.19,-104.99,Waterfront at Foster Lake Metropolitan District No. 2
65946,6,40.18,-104.98,Waterfront at Foster Lake Metropolitan District No. 3
65950,19,40.13,-108.52,Lower White River Pest Control District
65951,8,39.45,-108.38,DeBeque Fire Protection District
65952,6,39.63,-104.72,Copperleaf Metropolitan District No. 9
65953,6,40.32,-104.9,Johnstown Farms Metropolitan District
65958,26,38.83,-104.82,Colorado Springs Downtown Development Authority
65959,6,40.56,-104.95,Wildwing Metropolitan District No. 1
65960,6,40.55,-104.95,Wildwing Metropolitan District No. 2
65962,35,37.23,-107.98,Lake Durango Water Authority
65964,6,39.82,-105.17,GEOS Neighborhood Metropolitan District
65965,6,40.42,-105.13,Cascade Ridge Metropolitan District
65968,6,39.66,-104.96,Kent Place Metropolitan District No. 1
65969,6,39.65,-104.96,Kent Place Metropolitan District No. 2
65970,6,39.68,-104.69,Foundry Metropolitan District No. 1
65971,6,39.68,-104.69,Foundry Metropolitan District No. 2
65972,6,39.68,-104.69,Foundry Metropolitan District No. 3
65973,6,39.68,-104.69,Foundry Metropolitan District No. 4
65974,6,39.68,-104.69,Foundry Metropolitan District No. 5
65975,6,39.68,-104.69,Foundry Metropolitan District No. 6
65976,6,39.68,-104.69,Foundry Metropolitan District No. 7
65977,6,39.03,-104.64,Sanctuary Metropolitan District
65978,11,40.08,-104.04,Prairie View Ranch Water District
65981,6,39.81,-105.17,Westown Metropolitan District
65982,6,39.82,-105.17,HomeTown Metropolitan District No. 2
65985,6,39.19,-106.84,Meadowood Metropolitan District
65986,4,39.47,-104.9,"Castle Pines, City of"
65987,11,37.14,-107.68,La Plata Archuleta Water District
65988,6,39.97,-105.09,SoLa Metropolitan District--Commercial
65989,6,39.97,-105.08,SoLa Metropolitan District--Institutional
65990,6,39.8,-104.68,Velocity Metropolitan District No. 1
65991,6,39.82,-104.69,Velocity Metropolitan District No. 2
65992,6,39.81,-104.68,Velocity Metropolitan District No. 3
65993,6,39.81,-104.69,Velocity Metropolitan District No. 4
65994,6,39.82,-104.69,Velocity Metropolitan District No. 5
65995,6,39.81,-104.69,Velocity Metropolitan District No. 6
65996,6,39.81,-104.68,Velocity Metropolitan District No. 7
65997,6,39.8,-104.69,Velocity Metropolitan District No. 8
65998,6,39.8,-104.67,Velocity Metropolitan District No. 9
65999,6,40.08,-104.95,Mesa Ridge Metropolitan District
66001,6,39.55,-104.83,Airport Vista Metropolitan District No. 1
66002,6,39.55,-104.83,Airport Vista Metropolitan District No. 2
66003,6,39.74,-104.71,Aurora Crossroads Metropolitan District No. 1
66004,6,39.73,-104.71,Aurora Crossroads Metropolitan District No. 2
66005,6,39.73,-104.67,Crossroads East Metropolitan District
66006,6,40.33,-105.1,Berthoud-Heritage Metropolitan District No. 1
66007,6,40.34,-105.11,Berthoud-Heritage Metropolitan District No. 2
66008,6,40.32,-105.11,Berthoud-Heritage Metropolitan District No. 3
66009,6,40.32,-105.09,Berthoud-Heritage Metropolitan District No. 4
66010,6,40.34,-105.1,Berthoud-Heritage Metropolitan District No. 5
66011,6,40.34,-105.1,Berthoud-Heritage Metropolitan District No. 6
66012,6,40.34,-105.1,Berthoud-Heritage Metropolitan District No. 7
66013,6,40.34,-105.12,Berthoud-Heritage Metropolitan District No. 8
66014,6,40.34,-105.11,Berthoud-Heritage Metropolitan District No. 9
66015,6,40.05,-105.03,Colliers Hill Metropolitan District No. 1
66016,6,40.05,-105.03,Colliers Hill Metropolitan District No. 2
66017,6,40.06,-105.02,Colliers Hill Metropolitan District No. 3
66018,6,39.02,-104.82,Copper Ridge Metropolitan District
66022,6,38.93,-104.71,Dublin North Metropolitan District No. 2
66023,6,38.93,-104.71,Dublin North Metropolitan District No. 3
66024,6,39.7,-104.87,Gardens on Havana Metropolitan District No. 1
66025,6,39.69,-104.86,Gardens on Havana Metropolitan District No. 2
66026,6,39.69,-104.86,Gardens on Havana Metropolitan District No. 3
66029,6,40.35,-104.98,High Plains Metropolitan District No. 1
66030,6,40.34,-104.98,Revere at Johnstown Metropolitan District No. 1
66031,6,40.33,-104.99,Welty Ridge Metropolitan District No. 1
66032,6,40.33,-104.99,Welty Ridge Metropolitan District No. 2
66033,6,40.01,-105,Highlands Metropolitan District No. 1
66034,6,40,-105,Highlands Metropolitan District No. 2
66035,6,39.99,-104.95,Orchard Farms Metropolitan District
66037,6,40.46,-104.86,Great Western Metropolitan District No. 7
66038,6,39.44,-104.55,Miller Ranch Metropolitan District
66039,12,39.44,-104.55,Miller Ranch Water & Sanitation District
66040,6,40.09,-104.94,SilverStone Metropolitan District No. 1
66041,6,40.1,-104.95,SilverStone Metropolitan District No. 2
66042,6,40.09,-104.95,SilverStone Metropolitan District No. 3
66044,6,38.89,-104.72,Powers Metropolitan District
66045,6,39.35,-104.62,Ritoro Metropolitan District
66046,6,40.03,-105.02,Sunset Parks Metropolitan District
66047,11,39.47,-104.6,Deer Creek Water District
66048,8,37.27,-107.85,Durango Fire Protection District
66049,6,40.42,-104.79,City Center West Commercial Metropolitan District
66050,6,40.42,-104.79,City Center West Residential Metropolitan District
66051,6,39.38,-106.82,Ruedi Shores Metropolitan District
66053,6,40.41,-105.03,Waterfall Metropolitan District No. 1
66055,8,38.37,-105.77,Western Fremont Fire Protection District
66056,6,39.06,-104.87,Willow Springs Ranch Metropolitan District
66057,28,38.72,-104.64,"Fountain General Improvement District No. 1, City of Fountain, Colorado"
66061,26,39.37,-104.86,Castle Rock Downtown Development Authority
66063,16,40.3,-105.15,Berthoud Community Library District
66064,31,40.64,-105.08,Larimer County Terry Cove Public Improvement District No. 37
66066,31,40.68,-105.03,Larimer County Cottonwood Shores Public Improvement District No. 42
66068,6,38.76,-104.68,Waterview II Metropolitan District
66070,6,39.29,-104.99,Remuda Ranch Metropolitan District
66073,6,39.71,-104.88,Lowry Vista Metropolitan District
66074,6,40.43,-105.01,Centerra Metropolitan District No. 5
66075,6,39.7,-105.21,Dinosaur Ridge Metropolitan District
66076,6,39.99,-105.13,Takoda Metropolitan District
66077,9,37.31,-104.32,Las Animas County Health Service District
66078,12,39.48,-105.01,Louviers Water and Sanitation District
66079,6,39.68,-104.72,MJC Metropolitan District
66080,6,40.11,-104.96,Clearview Villages Metropolitan District
66081,6,39.75,-104.71,Harvest Metropolitan District No. 1
66082,6,39.75,-104.71,Harvest Metropolitan District No. 2
66083,6,39.96,-104.99,Orchard Park Place North Metropolitan District
66084,6,39.95,-104.99,Orchard Park Place South Metropolitan District
66086,6,39.06,-104.45,Rock Springs Ranch Metropolitan District No. 1
66087,6,39.05,-104.44,Rock Springs Ranch Metropolitan District No. 2
66088,6,39.9,-105.14,Great Western Park Metropolitan District No. 1
66089,6,39.89,-105.14,Great Western Park Metropolitan District No. 2
66090,6,38.81,-104.82,Canyon Creek Metropolitan District No. 1
66091,6,38.81,-104.83,Canyon Creek Metropolitan District No. 2
66092,6,38.81,-104.82,Canyon Creek Metropolitan District No. 3
66093,6,40.07,-105.04,Morgan Hill Metropolitan District No. 1
66094,6,40.07,-105.04,Morgan Hill Metropolitan District No. 2
66095,6,40.07,-105.05,Morgan Hill Metropolitan District No. 3
66096,6,39.62,-105.15,Mountain West Metropolitan District
66097,6,39.68,-104.15,Comanche Crossing Metropolitan District
66098,6,39.96,-104.89,Parterre Metropolitan District No. 1
66099,6,39.96,-104.89,Parterre Metropolitan District No. 2
66100,6,39.96,-104.89,Parterre Metropolitan District No. 3
66101,6,39.97,-104.92,Parterre Metropolitan District No. 4
66102,6,39.97,-104.92,Parterre Metropolitan District No. 5
66103,6,39.96,-104.89,Parterre Metropolitan District No. 6
66104,6,39.96,-104.89,Parterre Metropolitan District No. 7
66105,6,39.96,-104.89,Parterre Metropolitan District No. 8
66112,6,40.07,-104.95,Stonebraker Metropolitan District
66113,57,38.88,-104.72,First and Main Business Improvement District No. 2
66114,6,38.31,-104.56,ThunderVillage Metropolitan District
66116,6,39.95,-104.93,Lewis Pointe Metropolitan District
66117,6,39.99,-104.94,North End Metropolitan District No. 1
66118,6,39.99,-104.94,North End Metropolitan District No. 2
66119,6,39.99,-104.94,North End Metropolitan District No. 3
66120,6,39.99,-104.94,North End Metropolitan District No. 4
66121,6,40.5,-104.92,Prairie Song Metropolitan District No. 1
66122,6,40.5,-104.92,Prairie Song Metropolitan District No. 2
66123,6,40.48,-104.87,Village East Metropolitan District No. 1
66124,6,40.48,-104.87,Village East Metropolitan District No. 2
66125,6,40.48,-104.88,Village East Metropolitan District No. 3
66127,6,40.2,-104.99,Mead Place Metropolitan District No. 1
66128,6,40.21,-105,Mead Place Metropolitan District No. 2
66129,6,40.2,-105,Mead Place Metropolitan District No. 3
66130,6,40.2,-104.99,Mead Place Metropolitan District No. 4
66131,6,40.2,-104.99,Mead Place Metropolitan District No. 5
66132,6,40.2,-104.99,Mead Place Metropolitan District No. 6
66133,6,39,-104.8,Wildwood Ridge Metropolitan District
66135,28,39.63,-106.52,Town of Avon General Improvement District No. 1
66136,7,39.9,-105.34,Coal Creek Canyon Park and Recreation District
66137,6,39.92,-104.94,Villas at Eastlake Reservoir Metropolitan District
66138,6,39.76,-105,DUS Metropolitan District No. 1
66139,6,39.75,-105,DUS Metropolitan District No. 2
66140,6,39.75,-105,DUS Metropolitan District No. 3
66141,6,39.75,-105,Market Station Metropolitan District No. 1
66142,6,39.75,-105,Market Station Metropolitan District No. 2
66144,6,39.65,-106.93,Tower Center Metropolitan District
66150,47,39.57,-104.88,South Metro Fire Rescue Authority
66154,31,39,-108.48,Mesa County Whitewater Urban Service Public Improvement District
66157,6,39.71,-104.99,Broadway Park South Metropolitan District No. 1
66158,16,38.67,-107.03,Gunnison County Library District
66164,7,38.02,-108.45,Norwood Park and Recreation District
66165,28,37.64,-104.79,"Northlands General Improvement District, City of Walsenburg, Colorado"
66170,6,39.64,-106.92,Airport Commerce Center Metropolitan District
66171,8,40.36,-105.47,Estes Valley Fire Protection District
66175,6,40.11,-104.97,Godding Hollow Metropolitan District
66176,28,39.96,-104.99,Westminster Orchard Park Place North General Improvement District
66177,31,40.35,-105.16,Larimer County Bluffs Public Improvement District No. 41
66178,11,39.41,-106.05,Timber Creek Water District
66179,8,39.43,-103.94,Agate Fire Protection District
66180,6,40.16,-105.04,Firelight Irrigation Metropolitan District
66181,6,40.16,-105.03,Firelight Commercial Metropolitan District
66182,6,40.16,-105.04,Firelight Residential Metropolitan District
66183,6,40.17,-105.02,Whispering Waters Irrigation Metropolitan District
66184,6,40.17,-105.03,Whispering Waters Metropolitan District No. 1
66185,6,40.17,-105.03,Whispering Waters Metropolitan District No. 2
66186,6,40.17,-105.03,Cundall Farms Metropolitan District
66187,6,40.17,-105.03,Lakeside Center Metropolitan District
66189,47,40.17,-105.03,Regional Hazardous Materials Association of Eagle County
66190,6,40.45,-104.98,Windsor Highlands Metropolitan District No. 6
66192,31,39.47,-107.93,Travelers Highland Public Improvement District
66194,20,40.74,-103.24,Centennial Conservation District
66195,28,39.64,-104.83,Pier Point 7 General Improvement District (2-2009)
66197,6,39.41,-104.71,Two Bridges Metropolitan District
66198,6,38.93,-104.72,Tuscany Plaza Metropolitan District
66201,6,40.43,-105.02,Lakeview Metropolitan District
66208,6,39.49,-104.76,Robinson Ranch Metropolitan District
66219,6,39.81,-105.18,Boyd Ponds Metropolitan District No. 2
66221,11,39.87,-106.31,Heeney Water District
66222,6,39.76,-104.99,Denargo Market Metropolitan District No. 1
66223,6,39.76,-104.99,Denargo Market Metropolitan District No. 2
66224,6,39.76,-104.99,Denargo Market Metropolitan District No. 3
66225,6,39.46,-104.85,Canyons Metropolitan District No. 5
66227,6,39.46,-104.85,Canyons Metropolitan District No. 7
66228,6,39.48,-104.85,Canyons Metropolitan District No. 8
66229,6,39.48,-104.85,Canyons Metropolitan District No. 9
66230,6,39.48,-104.86,Canyons Metropolitan District No. 10
66231,6,39.48,-104.86,Canyons Metropolitan District No. 11
66233,6,40.52,-105.01,Harmony Technology Park Metropolitan District
66235,6,39.93,-105.14,Coalton Metropolitan District
66238,31,38.68,-108.98,Mesa County Gateway Public Improvement District
66239,16,38.07,-106.14,Northern Saguache County Library District
66241,6,39.93,-104.92,Bramming Farm Metropolitan District No. 1
66244,31,40.72,-105.08,Larimer County Grayhawk Knolls Public Improvement District No. 43
66245,31,40.36,-105.51,Larimer County Koral Heights Public Improvement District No. 46
66246,31,40.37,-105.48,Larimer County Park Hill Public Improvement District No. 47
66247,31,40.61,-105.06,Larimer County Puebla Vista Estates Public Improvement District No. 48
66248,31,40.28,-105.11,Larimer County Wagon Wheel Public Improvement District No. 49
66249,6,39.81,-105.03,Clear Creek Transit Metropolitan District No. 1
66250,6,39.81,-105.03,Clear Creek Transit Metropolitan District No. 2
66251,6,39.99,-104.75,Adams East Metropolitan District
66252,6,39.6,-104.9,Centennial 360 Metropolitan District
66254,6,39.68,-105.19,Heritage Resource Metropolitan District
66256,6,39.09,-104.88,Lake of the Rockies Metropolitan District
66257,6,39.62,-105.17,Lyons Ridge Metropolitan District
66259,6,40.34,-105.09,PrairieStar Metropolitan District No. 2
66260,6,40.33,-105.09,PrairieStar Metropolitan District No. 3
66262,6,40.03,-105.08,Rex Ranch Metropolitan District
66283,6,39.71,-104.99,Broadway Park North Metropolitan District No. 1
66284,6,39.71,-104.99,Broadway Park North Metropolitan District No. 2
66285,6,39.71,-104.99,Broadway Park North Metropolitan District No. 3
66286,6,40.02,-104.73,Highlands Metropolitan District No. 1
66287,6,40.02,-104.73,Highlands Metropolitan District No. 2
66288,6,40.02,-104.73,Highlands Metropolitan District No. 3
66289,6,40.02,-104.73,Highlands Metropolitan District No. 4
66290,6,40.02,-104.73,Highlands Metropolitan District No. 5
66291,6,38.67,-108.98,Dolores Canyon Metropolitan District No. 1
66292,6,38.67,-108.98,Dolores Canyon Metropolitan District No. 2
66293,6,38.67,-108.98,Dolores Canyon Metropolitan District No. 3
66294,6,38.67,-108.98,Dolores Canyon Metropolitan District No. 4
66296,6,39.71,-104.94,CitySet Metropolitan District No. 2
66298,6,39.5,-104.82,Parker Homestead Metropolitan District
66309,6,39.93,-104.82,Adams Crossing Metropolitan District No. 1
66310,6,39.92,-104.81,Adams Crossing Metropolitan District No. 2
66311,6,39.93,-104.82,Adams Crossing Metropolitan District No. 3
66312,6,39.93,-104.82,Adams Crossing Metropolitan District No. 4
66313,6,39.93,-104.82,Adams Crossing Metropolitan District No. 5
66314,6,39.93,-104.82,Adams Crossing Metropolitan District No. 6
66315,6,39.93,-104.82,Adams Crossing Metropolitan District No. 7
66316,6,39.93,-104.82,Adams Crossing Metropolitan District No. 8
66323,6,39.75,-104.99,Community Coordinating Metropolitan District No. 1
66324,6,38.96,-104.66,Sterling Ranch Metropolitan District No. 1
66325,6,38.96,-104.67,Sterling Ranch Metropolitan District No. 2
66326,6,38.97,-104.66,Sterling Ranch Metropolitan District No. 3
66332,8,40.37,-104.74,Evans Fire Protection District
66334,6,39.99,-104.99,Baseline Metropolitan District No. 1
66335,31,40.58,-104.99,Larimer County Clydesdale Park Public Improvement District No. 50
66336,31,40.58,-104.98,Larimer County Clydesdale Estates Public Improvement District No. 51
66337,57,39.74,-105.1,Lakewood-West Colfax Business Improvement District
66339,6,38.79,-104.79,Vineyard Metropolitan District
66354,6,39.85,-105.2,Leyden Rock Metropolitan District
66355,6,39.85,-104.78,DIATC Metropolitan District
66356,6,39.79,-105.14,Ward TOD Metropolitan District No. 1
66359,6,39.46,-104.88,North Pine Vistas Metropolitan District No. 1
66360,6,39.46,-104.88,North Pine Vistas Metropolitan District No. 2
66361,6,39.46,-104.88,North Pine Vistas Metropolitan District No. 3
66363,6,39.45,-104.88,Castle Pines Town Center Metropolitan District No. 1
66364,6,39.45,-104.88,Castle Pines Town Center Metropolitan District No. 2
66365,6,39.45,-104.89,Castle Pines Town Center Metropolitan District No. 3
66370,6,39.73,-105.16,Denver West Promenade Metropolitan District
66371,31,40.45,-105.07,Larimer County Horseshoe View Estates South Public Improvement District No. 44
66372,31,40.59,-105.19,Larimer County Soldier Canyon Estates Public Improvement District No. 52
66373,31,40.46,-105.07,Larimer County Horseshoe View Estates North Public Improvement District No. 53
66374,31,40.63,-105.07,Larimer County Terry Shores Public Improvement District No. 54
66375,57,39.75,-105.02,Federal Boulevard Business Improvement District
66376,6,39.7,-104.94,Cherry Creek Corporate Center Metropolitan District
66379,6,39.85,-105.18,Leyden Ranch Metropolitan District
66380,6,37.24,-107.06,Colorado's Timber Ridge Metropolitan District
66382,6,39.81,-105.22,Hawthorn Metropolitan District
66383,47,40.23,-104.67,Beebe Draw Farms Authority
66386,6,40.15,-105.13,Twin Peaks Metropolitan District
66391,6,40.11,-105.96,Granby West Metropolitan District No. 7
66392,6,40.54,-105.07,Foothills Metropolitan District
66393,6,39.68,-105.07,Green Gables Metropolitan District No. 1
66394,6,39.68,-105.08,Green Gables Metropolitan District No. 2
66396,6,39.71,-104.94,Riverwalk Metropolitan District No. 2
66399,6,39.81,-104.78,Aviation Station North Metropolitan District No. 1
66400,6,39.81,-104.78,Aviation Station North Metropolitan District No. 2
66401,6,39.81,-104.78,Aviation Station North Metropolitan District No. 3
66402,6,39.81,-104.78,Aviation Station North Metropolitan District No. 4
66403,6,39.81,-104.78,Aviation Station North Metropolitan District No. 5
66404,6,39.81,-104.78,Aviation Station North Metropolitan District No. 6
66405,6,39.8,-104.77,Smith Metropolitan District No. 1
66406,6,39.8,-104.77,Smith Metropolitan District No. 2
66407,6,39.8,-104.77,Smith Metropolitan District No. 3
66408,6,39.8,-104.77,Smith Metropolitan District No. 4
66409,6,39.87,-104.94,Cherrylane Metropolitan District
66410,12,39.98,-105.85,Red Hawk Ranch Water and Sanitation District
66411,6,39.95,-104.98,Village at Dry Creek Metropolitan District No. 1
66412,6,39.95,-104.99,Village at Dry Creek Metropolitan District No. 2
66413,6,39.94,-104.98,Village at Dry Creek Metropolitan District No. 3
66414,6,39.95,-104.98,Village at Dry Creek Metropolitan District No. 4
66416,6,40.08,-105.01,Summerfield Metropolitan District No. 1
66417,6,40.08,-105.01,Summerfield Metropolitan District No. 2
66418,6,40.09,-105,Summerfield Metropolitan District No. 3
66420,6,39.48,-104.76,Village on the Green Metropolitan District No. 1
66423,6,37.27,-107.92,Twin Buttes Metropolitan District No. 1
66424,6,37.27,-107.93,Twin Buttes Metropolitan District No. 2
66425,6,37.27,-107.92,Twin Buttes Metropolitan District No. 3
66426,6,37.27,-107.92,Twin Buttes Metropolitan District No. 4
66428,6,40.23,-105.02,Mead Village Metropolitan District No. 1
66429,6,39.6,-105.13,Mountain's Edge Metropolitan District
66430,6,39.6,-105.11,Silver Leaf Metropolitan District
66431,6,39.79,-105.17,Table Mountain Metropolitan District
66432,8,37.64,-106.61,South Fork Fire Protection District
66438,6,39.76,-105,Central Platte Valley Coordination Metropolitan District
66439,28,39.82,-104.75,Aurora Conference Center General Improvement District (2-2011)
66441,6,39.95,-105.16,STC Metropolitan District No. 1
66442,6,39.95,-105.16,STC Metropolitan District No. 2
66443,6,39.95,-105.16,STC Metropolitan District No. 3
66445,57,39.74,-104.95,Bluebird Business Improvement District
66446,6,40.04,-105.03,Erie Highlands Metropolitan District No. 1
66447,6,40.04,-105.02,Erie Highlands Metropolitan District No. 2
66448,6,40.04,-105.02,Erie Highlands Metropolitan District No. 3
66449,6,40.04,-105.02,Erie Highlands Metropolitan District No. 4
66450,6,40.04,-105.02,Erie Highlands Metropolitan District No. 5
66453,6,39.74,-105.04,South Sloan's Lake Metropolitan District No. 2
66454,31,40.39,-105.18,Larimer County Willows Public Improvement District No. 45
66455,31,40.46,-105.32,Larimer County Storm Mountain Public Improvement District No. 55
66456,31,40.45,-105.05,Larimer County Boyd's West Public Improvement District No. 56
66457,6,39.03,-104.83,Morningview Metropolitan District
66458,6,40.5,-104.87,Hidden Valley Farm Metropolitan District No. 1
66459,6,40.5,-104.87,Hidden Valley Farm Metropolitan District No. 2
66460,6,40.5,-104.87,Hidden Valley Farm Metropolitan District No. 3
66461,6,40.5,-104.87,Hidden Valley Farm Metropolitan District No. 4
66462,6,39.5,-105.03,Sterling Ranch Colorado Metropolitan District No. 1
66463,6,39.5,-105.04,Sterling Ranch Colorado Metropolitan District No. 2
66464,6,39.49,-105.04,Sterling Ranch Colorado Metropolitan District No. 3
66465,6,39.49,-105.05,Sterling Ranch Colorado Metropolitan District No. 4
66466,6,39.5,-105.03,Sterling Ranch Colorado Metropolitan District No. 5
66467,6,39.5,-105.03,Sterling Ranch Colorado Metropolitan District No. 6
66468,6,39.49,-105.04,Sterling Ranch Colorado Metropolitan District No. 7
66469,6,39.58,-104.98,Littleton Village Metropolitan District No. 2
66470,6,39.58,-104.99,Littleton Village Metropolitan District No. 3
66472,6,39.46,-107.27,Cattle Creek Metropolitan District
66473,6,38.83,-104.73,Westgate Metropolitan District
66474,28,39.85,-104.78,Commerce City E-470 Commercial Area General Improvement District
66475,28,39.88,-104.77,Commerce City E-470 Residential Area General Improvement District
66476,6,39.97,-104.9,Talon Pointe Coordinating Metropolitan District
66477,6,39.96,-104.93,Willow Bend Metropolitan District
66479,6,40.15,-104.96,NP125 Metropolitan District
66480,6,40.17,-104.95,Mountain Shadows Metropolitan District
66482,6,39.91,-105.14,Verve Metropolitan District No. 1
66483,6,39.91,-105.14,Verve Metropolitan District No. 2
66484,6,39.91,-105.14,Verve Metropolitan District No. 3
66485,6,39.91,-105.14,Verve Metropolitan District No. 4
66486,6,40.22,-105,Range View Estates Metropolitan District
66487,6,39.93,-104.91,Ash Meadows Metropolitan District
66489,6,40.21,-105.01,Liberty Mead Metropolitan District
66490,6,39.5,-104.78,Salisbury Heights Metropolitan District
66492,57,39.8,-105.08,Olde Town Arvada Business Improvement District
66495,6,40.46,-104.93,RainDance Metropolitan District No. 1
66496,6,40.45,-104.94,RainDance Metropolitan District No. 2
66497,6,40.44,-104.93,RainDance Metropolitan District No. 3
66498,6,40.44,-104.94,National Resort Metropolitan District
66502,16,40.25,-105.3,Lyons Regional Library District
66505,6,40.54,-104.91,Northlake Metropolitan District No. 1
66506,6,40.54,-104.92,Northlake Metropolitan District No. 2
66507,6,40.54,-104.92,Northlake Metropolitan District No. 3
66508,6,40.53,-104.91,Northlake Metropolitan District No. 4
66509,6,40.53,-104.91,Northlake Metropolitan District No. 5
66510,6,40.51,-104.88,Reserve Metropolitan District No. 1
66511,6,40.51,-104.89,Reserve Metropolitan District No. 2
66512,6,40.51,-104.88,Reserve Metropolitan District No. 3
66513,6,40.23,-104.98,Westridge Metropolitan District No. 1
66514,6,40.23,-104.98,Westridge Metropolitan District No. 2
66515,6,40.23,-104.99,Westridge Metropolitan District No. 3
66516,6,40.23,-104.99,Westridge Metropolitan District No. 4
66517,6,40.23,-105,Westridge Metropolitan District No. 5
66518,6,40.02,-105.03,Redtail Ranch Metropolitan District
66519,6,40.5,-104.91,Prairie Song Metropolitan District No. 3
66520,6,40.5,-104.91,Prairie Song Metropolitan District No. 4
66521,6,40.5,-104.91,Prairie Song Metropolitan District No. 5
66522,6,40.51,-104.91,Prairie Song Metropolitan District No. 6
66523,6,40.5,-104.93,Prairie Song Metropolitan District No. 7
66525,6,39.42,-104.88,Promenade at Castle Rock Metropolitan District No. 1
66526,6,39.42,-104.88,Promenade at Castle Rock Metropolitan District No. 2
